"","word1","word2","word3","word4"
"6043","ù","conting","properti","wood"
"6044","ù","continu","bounc","one"
"6045","ù","continu","dr","hatta"
"6046","ù","continu","encourag","small"
"6047","ù","continu","feel","like"
"6048","ù","continu","lynn","úgovern"
"6049","ù","continu","mr","kroger"
"6050","ù","continu","úa","femal"
"6051","ù","continu","úi","havent"
"6052","ù","continu","úif","take"
"6053","ù","continu","úmi","guess"
"6054","ù","continu","polici","free"
"6055","ù","contribut","úcrass","ù"
"6056","ù","control","come","expens"
"6057","ù","convent","webster","fear"
"6058","ù","convers","percept","us"
"6059","ù","convers","person","vs"
"6060","ù","cooney","conclud","depart"
"6061","ù","core","spontan","cultur"
"6062","ù","coreligionist","did","yes"
"6063","ù","corinthian","king","jame"
"6064","ù","correct","or","better"
"6065","ù","cosmos","a","seri"
"6066","ù","cost","will","flight"
"6067","ù","couldnt","see","work"
"6068","ù","cours","charg","bizarr"
"6069","ù","cours","úsnow","white"
"6070","ù","cours","order","see"
"6071","ù","cours","overlap","likeabl"
"6072","ù","court","stage","relationship"
"6073","ù","courtesi","mark","magnier"
"6074","ù","coverag","march","fail"
"6075","ù","coverag","state","unconstitut"
"6076","ù","crack","open","coupl"
"6077","ù","cr„me","ask","just"
"6078","ù","crap","sold","etsi"
"6079","ù","crash","burn","interview"
"6080","ù","creat","human","be"
"6081","ù","creepi","guy","just"
"6082","ù","creepili","moral","serial"
"6083","ù","cri","cheeki","monkey"
"6084","ù","cri","past","smile"
"6085","ù","cri","realli","but"
"6086","ù","critic","sentenc","say"
"6087","ù","cross","live","room"
"6088","ù","cross","particular","afflict"
"6089","ù","crowd","wide-ey","twenty-someth"
"6090","ù","cuckold","husband","matt"
"6091","ù","culp","said","úwe"
"6092","ù","cult","becom","úanywher"
"6093","ù","cultiv","deeper","person"
"6094","ù","cupcak","lot","more"
"6095","ù","cupcak","úgoat","blood"
"6096","ù","cupcak","sound","úmetal"
"6097","ù","curran","snarl","úlisten"
"6098","ù","current","moment","whether"
"6099","ù","current","resid","bed"
"6100","ù","curv","seashor","quit"
"6101","ù","custom","human","be"
"6102","ù","cute","littl","voic"
"6103","ù","cuz","em","jus"
"6104","ù","cynic","reach","level"
"6105","ù","da","fuck","think"
"6106","ù","dad","skeptic","ad"
"6107","ù","damming","said","úwe"
"6108","ù","damn","im","good"
"6109","ù","damn","someon","sour"
"6110","ù","damnit","miss","too"
"6111","ù","danc","tradit","kach‰Åsh‰"
"6112","ù","danger","they","turn"
"6113","ù","data","breach","come"
"6114","ù","data","never","previous"
"6115","ù","date","compet","howev"
"6116","ù","date","never","work"
"6117","ù","daughter","love","oriol"
"6118","ù","david","brent","ricki"
"6119","ù","david","o","mckay"
"6120","ù","dawkin","albert","king"
"6121","ù","dawn","also","ask"
"6122","ù","dawn","said","knew"
"6123","ù","day","alreadi","made"
"6124","ù","day","continu","general"
"6125","ù","day","sister","doesnt"
"6126","ù","day","so","start"
"6127","ù","deal","relationship","flashback"
"6128","ù","dear","sister","gs"
"6129","ù","death","dri","spell"
"6130","ù","debat","simpli","tri"
"6131","ù","debunk","near","everi"
"6132","ù","decid","attack","base"
"6133","ù","decid","hold","tongu"
"6134","ù","decid","less","humor"
"6135","ù","decid","polli","pip"
"6136","ù","decid","wave","back"
"6137","ù","deck","fill","mill"
"6138","ù","deck","size","three"
"6139","ù","decker","suppos","bea"
"6140","ù","declar","úwere","pro-democraci"
"6141","ù","dedic","first","friday"
"6142","ù","deem","keeper","kell"
"6143","ù","default","judgment","enter"
"6144","ù","defend","within","certain"
"6145","ù","defens","privat","ownership"
"6146","ù","defens","tricki","literari"
"6147","ù","defin","summer","year"
"6148","ù","definit","get","identifi"
"6149","ù","definit","said","daili"
"6150","ù","deflat","charm","wolv"
"6151","ù","defund","epa","corp"
"6152","ù","deifi","mother","ayahuasca"
"6153","ù","delay","taxat","benefit"
"6154","ù","deleuz","guitarri","whether"
"6155","ù","demand","opposit","leader"
"6156","ù","demand","schiller","úid"
"6157","ù","demis","cultur","rather"
"6158","ù","demonstr","pull","plate"
"6159","ù","demot","oleari","live"
"6160","ù","denmark","poison","princ"
"6161","ù","deryn","male","alia"
"6162","ù","describ","singapor","uncl"
"6163","ù","describ","year","earth"
"6164","ù","design","inspir","degrad"
"6165","ù","design","lifestyl","alway"
"6166","ù","despit","nasti","throughout"
"6167","ù","despit","new","name"
"6168","ù","despit","take","front"
"6169","ù","determin","woman","intent"
"6170","ù","develop","dont","destroy"
"6171","ù","dharma","bull","itself"
"6172","ù","diamond","danni","huston"
"6173","ù","dictionari","mean","make"
"6174","ù","did","need","upbeat"
"6175","ù","did","night","save"
"6176","ù","didnt","bother","nice"
"6177","ù","didnt","day","ago"
"6178","ù","didnt","go","meditatepray"
"6179","ù","didnt","notic","theyd"
"6180","ù","didnt","wast","anytim"
"6181","ù","die","laugh","love"
"6182","ù","diff","frmst","song"
"6183","ù","differ","word","one"
"6184","ù","dilip","simeon","lead"
"6185","ù","disagre","av","favour"
"6186","ù","disagre","bishop","úwho"
"6187","ù","disagre","kid","captiv"
"6188","ù","disappoint","guy","finish"
"6189","ù","disco","gospel","club"
"6190","ù","discov","úcach„","ù"
"6191","ù","discuss","countri","futur"
"6192","ù","disenfranchis","unknow","number"
"6193","ù","distinct","trailblaz","not"
"6194","ù","divid","six","daili"
"6195","ù","divid","two","equal"
"6196","ù","dm","youtub","link"
"6197","ù","do","master","do"
"6198","ù","doctrin","úit","take"
"6199","ù","documentari","man","tire"
"6200","ù","doesnt","feel","like"
"6201","ù","doesnt","mean","rest"
"6202","ù","doesnt","mean","true"
"6203","ù","doesnt","realli","make"
"6204","ù","doesnt","superior","entitl"
"6205","ù","dolphin","eat","larg"
"6206","ù","dominican","univers","winter"
"6207","ù","done","solo","acoust"
"6208","ù","done","use","methodolog"
"6209","ù","donovan","said","úmyself"
"6210","ù","dont","allow","day"
"6211","ù","dont","even","know"
"6212","ù","dont","get","wrong"
"6213","ù","dont","know","differ"
"6214","ù","dont","know","theyll"
"6215","ù","dont","like","term"
"6216","ù","dont","one","thing"
"6217","ù","dont","think","surviv"
"6218","ù","dont","want","leav"
"6219","ù","doorbel","rang","again"
"6220","ù","douthat","rais","seem"
"6221","ù","dr","robert","schuller"
"6222","ù","dragonfli","consid","signific"
"6223","ù","dramat","contrari","usual"
"6224","ù","dread","central","follow"
"6225","ù","drew","wide","acclaim"
"6226","ù","dri","satir","comedi"
"6227","ù","drill","site","egypt"
"6228","ù","drink","choic","jagermeist"
"6229","ù","drive","year","put"
"6230","ù","dryer","matter","pair"
"6231","ù","dude","bus","act"
"6232","ù","due","may","sinc"
"6233","ù","due","presenc","larg"
"6234","ù","due","releas","th"
"6235","ù","duke","ellington","shine"
"6236","ù","duke","professor","michael"
"6237","ù","duke","professor","wahneema"
"6238","ù","dupont","indic","meet"
"6239","ù","duti","one","occup"
"6240","ù","dvrd","úcrimin","mind"
"6241","ù","dydland","tell","aftenbladet"
"6242","ù","e-book","ive","download"
"6243","ù","ear","noth","fanci"
"6244","ù","earli","futur","dc"
"6245","ù","earli","th","centuri"
"6246","ù","earlier","confront","onlin"
"6247","ù","earth","began","life"
"6248","ù","eas","pain","tri"
"6249","ù","easi","one","answer"
"6250","ù","eat","otherwis","salmon"
"6251","ù","economi","tank","úno"
"6252","ù","economist","troika","implement"
"6253","ù","edgar","allan","poe"
"6254","ù","edmondson","add","soon"
"6255","ù","edward","remov","leather"
"6256","ù","effect","lifestyl","diseas"
"6257","ù","eh","get","interest"
"6258","ù","either","im","speak"
"6259","ù","either","without","know"
"6260","ù","elder","ask","situat"
"6261","ù","elder","gruff","voic"
"6262","ù","elder","man","repli"
"6263","ù","eli","grab","sheet"
"6264","è","elimin","need","make"
"6265","ù","ella","say","light"
"6266","ù","elys","draper","freewil"
"6267","ù","email","first","becam"
"6268","ù","emblazon","upon","banner"
"6269","ù","emblemat","aristocrat-turned-detect","role"
"6270","ù","emma","express","sober"
"6271","ù","emmich","explain","process"
"6272","ù","emphas","úwhat","is"
"6273","ù","emphasi","given","around"
"6274","ù","emphasi","good","thing"
"6275","ù","emphasi","mine","open"
"6276","ù","emphat","tax","rais"
"6277","ù","empir","evid","us"
"6278","ù","end","day","initi"
"6279","ù","end","paragraph","howev"
"6280","ù","end","stossel","said"
"6281","ù","energi","úbiofuel","ù"
"6282","ù","engin","readi","fall"
"6283","ù","england","sara","coleridg"
"6284","ù","enjoy","it","often"
"6285","ù","entail","sound","interest"
"6286","ù","enter","call","jesus"
"6287","ù","entir","career","follow"
"6288","ù","ep","earlier","year"
"6289","ù","ep","úpictur","ù"
"6290","ù","episod","littl","control"
"6291","ù","equal","worthless","philistin"
"6292","ù","eric","say","úit"
"6293","ù","eric","set","teach"
"6294","ù","escap","lab","psychedel"
"6295","ù","esoter","philosophi","mystic"
"6296","ù","especi","area","absent"
"6297","ù","especi","hostil","feminist"
"6298","ù","especi","sinc","certain"
"6299","ù","especi","time","taxpay"
"6300","ù","essenti","practic","strategi"
"6301","ù","esther","costum","one"
"6302","ù","esther","úshine","on"
"6303","ù","esv","údress","modest"
"6304","ù","etc","custom","want"
"6305","ù","etc","so","especi"
"6306","ù","ethan","say","úi"
"6307","ù","europ","interview","german"
"6308","ù","european","imperialist","reach"
"6309","ù","european","union","econom"
"6310","ù","evalu","air","pollut"
"6311","ù","evangelin","passion","chang"
"6312","ù","even","anti-abort","goal"
"6313","ù","even","better","colossian"
"6314","ù","even","fiercest","unbeliev"
"6315","ù","even","lossless","free"
"6316","ù","even","obama","suppos"
"6317","ù","even","úgrumpi","ù"
"6318","ù","even","úi","date"
"6319","ù","even","úweird","world"
"6320","ù","even","one","river"
"6321","ù","even","read","úhis"
"6322","ù","even","real","life"
"6323","ù","even","someth","simpl"
"6324","ù","even","though","dont"
"6325","ù","even","though","exist"
"6326","ù","even","though","jesus"
"6327","ù","even","though","one"
"6328","ù","even","went","far"
"6329","ù","even","word","útool"
"6330","ù","event","per","year"
"6331","ù","ever","bad","impress"
"6332","ù","ever","doubt","later"
"6333","ù","everi","derogatori","term"
"6334","ù","everi","time","id"
"6335","ù","everi","way","possibl"
"6336","ù","everyon","úmaster","ceremoni"
"6337","ù","everyth","base","way"
"6338","ù","everyth","choke","like"
"6339","ù","everyth","click","on"
"6340","ù","everyth","known","illuminati"
"6341","ù","evid","littl","discoveri"
"6342","ù","ex","ge","banana"
"6343","ù","exact","af","do"
"6344","ù","exact","let","bruin"
"6345","ù","exact","mean","manag"
"6346","ù","exact","point","like"
"6347","ù","exact","romney","who"
"6348","ù","exact","univers","admit"
"6349","ù","exampl","child","sexual"
"6350","ù","exampl","hebrew","origin"
"6351","ù","exampl","point","ebay"
"6352","ù","excel","addit","round"
"6353","ù","excel","news","airport"
"6354","ù","excel","parodi","way-out"
"6355","ù","except","fals","claim"
"6356","ù","except","right","hand"
"6357","ù","excit","brandi","dana"
"6358","ù","excit","wait","come"
"6359","ù","exclus","niceno-constantinopolitan","creed"
"6360","ù","exempt","smart","non-controversi"
"6361","ù","exhibit","disintegr","man"
"6362","ù","exist","far","function"
"6363","ù","exist","univers","possibl"
"6364","ù","expatri","often","work"
"6365","ù","expect","attempt","take"
"6366","ù","expect","invit","úparti"
"6367","ù","expect","lot","love"
"6368","ù","experi","úfamili","tabl"
"6369","ù","expir","sure","hope"
"6370","ù","explain","consist","úturn"
"6371","ù","explain","edda","arad„ttir"
"6372","ù","explain","everlast","úthis"
"6373","ù","explain","game","design"
"6374","ù","explain","just","left"
"6375","ù","explain","úbecaus","actual"
"6376","ù","explan","life","origin"
"6377","ù","explor","coupl","idea"
"6378","ù","explor","unpredict","dynam"
"6379","ù","express","us","use"
"6380","ù","eye","lordu","r"
"6381","ù","eye","open","hit"
"6382","ù","eye","wide","absolut"
"6383","ù","fabric","show","just"
"6384","ù","face","white","dead"
"6385","ù","facebook","page","critic"
"6386","ù","fact","attest","true"
"6387","ù","fact","it","complet"
"6388","ù","fact","quit","opposit"
"6389","ù","faculti","speaker","seri"
"6390","ù","faculti","workshop","unit"
"6391","ù","fail","mention","one"
"6392","ù","fail","use","turn"
"6393","ù","failur","idea","polit"
"6394","ù","fair","share","mccoy-era"
"6395","ù","fair","shithead","th"
"6396","ù","faith","will","sentiment"
"6397","ù","fake","woman","said"
"6398","ù","familiar","blaze","reader"
"6399","ù","fan","spend","pack"
"6400","ù","far","easili","first"
"6401","ù","far","mean","úcelebr"
"6402","ù","fascism","yet","thing"
"6403","ù","fashion","father","look"
"6404","ù","fast","pray","place"
"6405","ù","father","faith","father"
"6406","ù","father","jame","held"
"6407","ù","father","last","time"
"6408","ù","father","shot","back"
"6409","ù","father","son","holi"
"6410","ù","father","voic","pop"
"6411","ù","father","work","paint"
"6412","ù","fawza","falih","arrest"
"6413","ù","fdas","vaccin","advers"
"6414","ù","fear","not","ù"
"6415","ù","featur","allow","add"
"6416","ù","featur","director","view"
"6417","ù","featur","ill","probabl"
"6418","ù","featur","interview","former"
"6419","ù","featur","john","nevill"
